organ,col name,mean,min,max,std,range
Heart,V70.0 dosevol,nan,nan,nan,nan,nan
Heart,V70.0 dosevol/volume,nan,nan,nan,nan,nan
Heart,V75.0 dosevol,nan,nan,nan,nan,nan
Heart,V75.0 dosevol/volume,nan,nan,nan,nan,nan
LN,MinDose,0.5976356373639999,0.0838816,1.66647458,0.29710011579259865,1.58259298
LN,MaxDose,24.884912267616006,4.46408396,87.85311626,17.339424485035558,83.3890323
LN,MeanDose,5.109026290372009,0.560397578,15.63914389,2.83958730376438,15.078746312
LN,TotalVolume (cm^3),130.18025,33.234375,242.828125,45.59512026710547,209.59375
LN,IntegralDose,654.2693740855249,87.39915726,2369.913094,449.10598938994605,2282.51393674
LN,VolumeOverlap,76.0773125,1.6875,164.78125,39.11251264149756,163.09375
LN,FractionOverlap,0.7532259799593756,0.088379705,0.999351492,0.15308291433688706,0.9109717869999999
LN,DminFromPTV (mm),23.768280471661203,0.0,77.1767452,17.409226521581132,77.1767452
LN,CM Distance (mm),77.4556,25.15,113.89,17.984124118824504,88.74000000000001
LN,Max_sqrt(grad(Dose)*Dose)_1,8.91463809310914,1.948102451,24.54712828,5.726908490688075,22.599025829
LN,Max1_Dose,19.24948187287931,3.80912423,51.74617242,12.591230688207776,47.93704819
LN,Max_sqrt(grad(Dose)*Dose)_2,8.639775088147644,1.933994078,23.3470009,5.534212681184505,21.413006822
LN,Max2_Dose,18.96326677175,3.606004371,51.90924886,12.825130593227481,48.303244489
LN,Max_sqrt(grad(Dose)*Dose)_3,8.41797894149137,1.919431105,21.74387008,5.365203056163502,19.824438975
LN,Max3_Dose,18.55037048349569,3.0154445,55.36906186,12.485808952284065,52.35361736
LN,Max_sqrt(grad(Dose)*Dose)_4,8.26574922034649,1.879375162,21.40508453,5.233872730267658,19.525709368
LN,Max4_Dose,18.087346051107758,3.392580322,48.591726,11.984758824199957,45.199145678
LN,Max_sqrt(grad(Dose)*Dose)_5,8.123347168413106,1.764863423,21.39517365,5.155926826660903,19.630310227
LN,Max5_Dose,18.072405156974135,3.220271226,51.37171632,12.024085461892625,48.151445093999996
LN,V1.0 dosevol,116.64225,11.078125,240.484375,49.822251977464084,229.40625
LN,V1.0 dosevol/volume,0.8967568689601921,0.072207221,1.0,0.18525895341675772,0.927792779
LN,V2.0 dosevol,94.7518125,3.65625,197.421875,46.706779705528284,193.765625
LN,V2.0 dosevol/volume,0.7343038630421653,0.024344763,0.999258003,0.23812353556683993,0.97491324
LN,V5.0 dosevol,44.4611875,0.0,129.59375,37.20921110494673,129.59375
LN,V5.0 dosevol/volume,0.3546799465713173,0.0,0.864116233,0.2552930568021285,0.864116233
LN,V10.0 dosevol,15.6023125,0.0,81.59375,20.379577419969912,81.59375
LN,V10.0 dosevol/volume,0.12331506835109751,0.0,0.566606024,0.14855221988866896,0.566606024
LN,V15.0 dosevol,5.603625,0.0,52.140625,9.657328797239533,52.140625
LN,V15.0 dosevol/volume,0.04309786109446563,0.0,0.354735835,0.06852964158416737,0.354735835
LN,V20.0 dosevol,2.364125,0.0,37.5625,5.88320604696659,37.5625
LN,V20.0 dosevol/volume,0.017713341171999998,0.0,0.255554374,0.040238107945973774,0.255554374
LN,Arm,nan,nan,nan,nan,nan
LN,arm,1.516,1,2,0.5007464307928786,1
LN,Arm ,nan,nan,nan,nan,nan
LN,V50.0 dosevol,nan,nan,nan,nan,nan
LN,V50.0 dosevol/volume,nan,nan,nan,nan,nan
LN,V55.0 dosevol,nan,nan,nan,nan,nan
LN,V55.0 dosevol/volume,nan,nan,nan,nan,nan
LN,V60.0 dosevol,nan,nan,nan,nan,nan
LN,V60.0 dosevol/volume,nan,nan,nan,nan,nan
LN,V65.0 dosevol,nan,nan,nan,nan,nan
LN,V65.0 dosevol/volume,nan,nan,nan,nan,nan
LN,V70.0 dosevol,nan,nan,nan,nan,nan
LN,V70.0 dosevol/volume,nan,nan,nan,nan,nan
LN,V75.0 dosevol,nan,nan,nan,nan,nan
LN,V75.0 dosevol/volume,nan,nan,nan,nan,nan
Lungs,MinDose,0.07305282206000001,0.0,0.308344358,0.04859812215472979,0.308344358
Lungs,MaxDose,78.62298472684,58.00786542,99.87370188,11.082323105271815,41.86583646
Lungs,MeanDose,4.684125035636316,1.987290787,10.40820888,1.579606034086639,8.420918093000001
Lungs,TotalVolume (cm^3),2731.5615,1047.46875,5932.421875,898.6006251154244,4884.953125
Lungs,IntegralDose,12186.854709279985,4587.297016,24568.59932,4258.268220985065,19981.302304
Lungs,VolumeOverlap,940.865125,310.28125,2014.140625,394.47577870371754,1703.859375
Lungs,FractionOverlap,0.9189884855273592,0.608503943,0.999830832,0.08606120005087399,0.391326889
Lungs,DminFromPTV (mm),0.0,0.0,0.0,0.0,0.0
Lungs,CM Distance (mm),43.77456,18.38,84.83,13.918899780182452,66.45
Lungs,Max_sqrt(grad(Dose)*Dose)_1,nan,nan,nan,nan,nan
Lungs,Max1_Dose,nan,nan,nan,nan,nan
Lungs,Max_sqrt(grad(Dose)*Dose)_2,nan,nan,nan,nan,nan
Lungs,Max2_Dose,nan,nan,nan,nan,nan
Lungs,Max_sqrt(grad(Dose)*Dose)_3,nan,nan,nan,nan,nan
Lungs,Max3_Dose,nan,nan,nan,nan,nan
Lungs,Max_sqrt(grad(Dose)*Dose)_4,nan,nan,nan,nan,nan
Lungs,Max4_Dose,nan,nan,nan,nan,nan
Lungs,Max_sqrt(grad(Dose)*Dose)_5,nan,nan,nan,nan,nan
